iter	MultiClass
517	0.28721361
518	0.2868347919
519	0.2864446215
520	0.2861162852
521	0.2854288393
522	0.2844990984
523	0.2839902645
524	0.2834056502
525	0.2828723822
526	0.2824444784
527	0.282220832
528	0.2819538521
529	0.2817148422
530	0.2809276211
531	0.2803510646
532	0.2798224575
533	0.2793317975
534	0.2789906778
535	0.2784931814
536	0.2777810996
537	0.2773484458
538	0.2768518094
539	0.2764190036
540	0.2759262341
541	0.2756045295
542	0.2752033003
543	0.2749694138
544	0.2745393965
545	0.274329944
546	0.2739809738
547	0.2736079937
548	0.2733310992
549	0.2728971132
550	0.2726725623
551	0.2722406486
552	0.2718471258
553	0.2713810466
554	0.2708553578
555	0.2704881468
556	0.2699985451
557	0.2696493807
558	0.2689946631
559	0.2686720681
560	0.2684348564
561	0.2681156719
562	0.2679365269
563	0.2672456392
564	0.266846686
565	0.2663162499
566	0.265651959
567	0.2652844802
568	0.264770203
569	0.2643052786
570	0.2640625032
571	0.2638591725
572	0.2635555096
573	0.263066666
574	0.262889976
575	0.262641043
576	0.2624562149
577	0.2619960668
578	0.2617929489
579	0.2615014929
580	0.2608942263
581	0.260483953
582	0.2601282688
583	0.2597617897
584	0.2592705104
585	0.2588134293
586	0.2584840601
587	0.2575739341
588	0.2572351647
589	0.2569065372
590	0.2562993605
591	0.256007033
592	0.2556504088
593	0.2553212003
594	0.2548823442
595	0.2545455207
596	0.2542919253
597	0.2540430237
598	0.2536548467
599	0.2532243174
600	0.2528087722
601	0.2520378841
602	0.2516766492
603	0.2507451914
604	0.2502721998
605	0.2499026922
606	0.2492481381
607	0.2489492689
608	0.2487021967
609	0.2485590548
610	0.2482646141
611	0.2478885253
612	0.2475421364
613	0.2471306275
614	0.2468068282
615	0.2466085253
616	0.2464547685
617	0.2461396314
618	0.2458582621
619	0.2451456319
620	0.2446186483
621	0.2442128726
622	0.2439744237
623	0.2436101618
624	0.2430914856
625	0.2427419554
626	0.2421951242
627	0.2419966018
628	0.2416087296
629	0.2413444742
630	0.2407944031
631	0.2399797264
632	0.2398187807
633	0.2395572891
634	0.2389822964
635	0.2386626315
636	0.2383345708
637	0.2381442927
638	0.2375606291
639	0.2369551105
640	0.2365447511
641	0.2358886707
642	0.2357617254
643	0.2353981538
644	0.2348198951
645	0.2343555023
646	0.2340774322
647	0.2336313947
648	0.2333016937
649	0.2330206695
650	0.2325357676
651	0.232022637
652	0.2317502639
653	0.231480718
654	0.2309361181
655	0.2307347891
656	0.2304496993
657	0.2302265118
658	0.2299865276
659	0.2296804284
660	0.2293765013
661	0.229250245
662	0.2288286761
663	0.2285954766
664	0.2281636482
665	0.2278622991
666	0.2275981996
667	0.2272754793
668	0.2270130941
669	0.2266711493
670	0.2264555848
671	0.2256339682
672	0.2248236382
673	0.2244756238
674	0.2239160484
675	0.2235161477
676	0.2232074514
677	0.2229482536
678	0.222650432
679	0.2222554863
680	0.2218689001
681	0.2216601101
682	0.2213833095
683	0.2210866035
684	0.2208531936
685	0.2206525591
686	0.2204482076
687	0.2202583499
688	0.2199440655
689	0.2195218128
690	0.2191522027
691	0.2187216264
692	0.2184461213
693	0.2178839513
694	0.2176986131
695	0.2175514454
696	0.2173794015
697	0.2170910152
698	0.2167004529
699	0.216514379
700	0.2162924252
701	0.2161589753
702	0.2157882861
703	0.2155654127
704	0.2153059681
705	0.2151506642
706	0.2149593205
707	0.2146239306
708	0.2143426916
709	0.2141269302
710	0.2136818345
711	0.213365639
712	0.2128953776
713	0.2123582597
714	0.2122129394
715	0.211969231
716	0.2116366629
717	0.2114777322
718	0.2112439184
719	0.2108384262
720	0.2104753032
721	0.2102191504
722	0.2100950563
723	0.2096003568
724	0.2093333742
725	0.2091844718
726	0.208861639
727	0.2085148866
728	0.2083213712
729	0.2079327125
730	0.2076788211
731	0.2075218384
732	0.2071956925
733	0.2068457358
734	0.206642134
735	0.2063385705
736	0.2059920072
737	0.2055851114
738	0.205349418
739	0.2050118309
740	0.2048555547
741	0.2046197761
742	0.2043528661
743	0.203634876
744	0.2031557819
745	0.2028967197
746	0.2025158541
747	0.2020838788
748	0.2018708841
749	0.2017515774
750	0.2012204871
751	0.2009191617
752	0.2008143883
753	0.2006547602
754	0.2004265106
755	0.2003261476
756	0.1998251592
757	0.1992141574
758	0.1989625233
759	0.1988281657
760	0.1985809398
761	0.1982949129
762	0.198056079
763	0.1977713445
764	0.1975501861
765	0.1973389811
766	0.1969386253
767	0.1966666876
768	0.1964312262
769	0.1962533571
770	0.1959313042
771	0.1956905691
772	0.1954588294
773	0.1951282997
774	0.1948193897
775	0.1945432421
776	0.1942866974
777	0.1940660787
778	0.1938732568
779	0.1937117647
780	0.1935582199
781	0.1934102301
782	0.1933005032
783	0.1926838682
784	0.1925010309
785	0.192187101
786	0.1917932134
787	0.1914084978
788	0.1911898702
789	0.1910521252
790	0.190883951
791	0.1906408364
792	0.1903128103
793	0.1901508531
794	0.1897082414
795	0.1895271431
796	0.1892641638
797	0.1888976637
798	0.1885682241
799	0.1885043136
800	0.1881805546
801	0.1879143756
802	0.1877138003
803	0.187441112
804	0.1869815808
805	0.1866817694
806	0.1863358248
807	0.1861283153
808	0.1859877957
809	0.1857671693
810	0.1854646399
811	0.1853160045
812	0.185022867
813	0.1848223222
814	0.1844674318
815	0.1841938509
816	0.1838526213
817	0.183575498
818	0.1833065654
819	0.1830587472
820	0.18269368
821	0.1821905792
822	0.1816985155
823	0.1814925592
824	0.1811531385
825	0.1809679403
826	0.1806149046
827	0.1803092589
828	0.1798420799
829	0.1793980247
830	0.1792118391
831	0.1788188777
832	0.1785792306
833	0.1782272987
834	0.1780238422
835	0.1777202214
836	0.1774852295
837	0.1772957259
838	0.1770390631
839	0.1768566448
840	0.176492795
841	0.1762767257
842	0.1759593297
843	0.1756604916
844	0.1753734684
845	0.1752221507
846	0.1750680477
847	0.174746031
848	0.1745026805
849	0.1740846597
850	0.1739482361
851	0.1736331416
852	0.1734342102
853	0.1731033524
854	0.1728910988
855	0.1726507735
856	0.1724570266
857	0.1722665362
858	0.1719480054
859	0.1718193449
860	0.171701521
861	0.1714685157
862	0.1713017525
863	0.1710374511
864	0.1708476226
865	0.170477212
866	0.1701664394
867	0.1700233018
868	0.169665699
869	0.1695714351
870	0.1692900844
871	0.1691902511
872	0.1688596834
873	0.1685183898
874	0.1681880621
875	0.1680286529
876	0.1678856192
877	0.1675726919
878	0.1672055406
879	0.1669209876
880	0.1666537292
881	0.1664221431
882	0.1660456575
883	0.1657240194
884	0.1655107616
885	0.1652604213
886	0.1651761122
887	0.1650170577
888	0.1647485524
889	0.1644177952
890	0.1642531386
891	0.1640773962
892	0.1638793868
893	0.1637815623
894	0.1636361311
895	0.1632914761
896	0.1627749232
897	0.162616384
898	0.1625569474
899	0.1624091723
900	0.1622050278
901	0.161963879
902	0.161802967
903	0.161474453
904	0.1612537166
905	0.1610346622
906	0.1609051431
907	0.1607262767
908	0.1604681518
909	0.1599947301
910	0.1597881782
911	0.1595729684
912	0.1594153153
913	0.1591376603
914	0.1589581793
915	0.1587910072
916	0.158574604
917	0.1584079364
918	0.1582370645
919	0.1578118328
920	0.1576228363
921	0.1573848634
922	0.1569385694
923	0.1566964947
924	0.1563616034
925	0.1561463112
926	0.1559175889
927	0.1557321394
928	0.1554541102
929	0.1553052071
930	0.1551660106
931	0.1550520502
932	0.154694538
933	0.1545539535
934	0.1543604184
935	0.1541897356
936	0.1539801206
937	0.153867643
938	0.1537511534
939	0.1535383396
940	0.1534075674
941	0.1531519322
942	0.1529236185
943	0.1527478647
944	0.1525434318
945	0.1523434207
946	0.1521220466
947	0.1519529369
948	0.1518434169
949	0.1517271435
950	0.1515845679
951	0.1513049235
952	0.1509152084
953	0.1506514629
954	0.1505297579
955	0.1503195272
956	0.150200209
957	0.1499928826
958	0.149770126
959	0.1495633637
960	0.14944893
961	0.1492476528
962	0.1490876155
963	0.1489977815
964	0.1486765888
965	0.1485044694
966	0.1483422631
967	0.1482111012
968	0.1480145615
969	0.1477779717
970	0.1475951109
971	0.1475149104
972	0.1472132068
973	0.1471034
974	0.1470357407
975	0.1468735609
976	0.1466524115
977	0.1464181131
978	0.1462498271
979	0.1461533785
980	0.1459799081
981	0.1456180735
982	0.1454061843
983	0.1450675906
984	0.1449886216
985	0.1447603894
986	0.144480459
987	0.1443913495
988	0.1443378542
989	0.1440874147
990	0.1438704443
991	0.1437294736
992	0.143519863
993	0.1431819707
994	0.1430116491
995	0.1429080638
996	0.1427617635
997	0.1426439185
998	0.1423839973
999	0.1421320414
